ID,drift_rate,bound,non_dec,tau,CI1,CI2,CI3,confidence_noise,LL,AIC,BIC
0.0,1.2447055105305451,0.5058924744769765,0.08018315361587806,0.6964309650759698,0.2979348758291802,1.805921173238399,2.6220740309996113,0.1256553316469765,467.3527020805627,950.7054041611254,1031.970163371192
1.0,0.8374782788831467,0.4942943705206551,0.10115952424038954,1.42027879345157,-2.5898326436356234,-0.07576843805588718,6.447457409036209,1.2296801169462435,500.70072552786104,1017.4014510557221,1098.6662102657885
2.0,1.0347425061597935,0.5000394106641605,0.07078591846110605,1.1498013221513563,2.3221170440654384,3.0092633633998727,1.9827060161718724,0.44854808017970027,372.3298399890888,760.6596799781776,841.924439188244
3.0,0.5024857194544451,0.5769381323527109,0.0643806239628201,3.9999901108147857,-3.3157038522311173,-0.18074744765352824,6.403951665154274,1.2530147500670743,689.8316040056436,1395.6632080112872,1476.9279672213538
4.0,0.8177659942465425,0.484689770375258,0.08929796857713417,1.8641174107741492,-1.597322025852002,1.7114670872649937,6.665437090433394,0.4359549674655479,429.82800271644936,875.6560054328987,956.9207646429652
5.0,2.305133456434525,0.49360483932492566,0.09177792794254384,0.6716385106624201,-3.700710153319031,-0.37843376186481237,5.045944225343132,0.2040399842143509,-3.9239834042572426,8.152033191485515,89.41679240155199
6.0,1.9744808614869054,0.3930470550732854,0.08768457780339292,0.5237494301595849,1.3881959033100886,5.388195903310089,7.541240280468434,0.6863036664738238,-21.730039859892152,-27.460079719784304,53.80467949028217
7.0,1.1787334611420226,0.3981443786999723,0.08365659582886555,1.1186949640662107,-3.179021955263289,-2.760874360662569,4.41814759460072,0.5783542783901068,122.26811620390694,260.5362324078139,341.80099161788036
8.0,1.2855463854512565,0.4726671622796684,0.10233316868844394,0.018791390895332317,1.7746162810603887,3.6763592626482122,5.345547270522747,1.0047385534148698,26.84284945562981,69.68569891125962,150.9504581213261
9.0,2.2860722621824427,0.4298021770178775,0.08334963694263532,0.3934600809563497,1.5033025604490091,2.154708537765495,1.7903107580446513,0.07392467827778997,50.128465615837314,116.25693123167463,197.5216904417411
10.0,1.569765557292256,0.5494366885320531,0.08382712041451046,2.171789620002215,-0.19757190061784458,2.118822366409747,5.140341781635563,0.31844951889910617,397.36466013074715,810.7293202614943,891.9940794715608
11.0,1.4696228858028846,0.44654914863467743,0.08563437072739255,1.362430819576994,2.172706857551861,3.226984943827776,2.0421450176907134,0.0013868443678517728,351.99144575950584,719.9828915190117,801.2476507290781
12.0,0.4434896457112608,0.4343919355121017,0.08868670041618683,0.9997479122696393,0.29016788174136865,1.5604701821091975,2.543629952305272,0.25271736030608993,452.35323390315676,920.7064678063135,1001.97122701638
13.0,0.9161183137988721,0.6234802809456556,0.08206713581386856,0.3563876030748043,-0.4062215261123584,0.67972440547598,2.200420078279283,1.090356365341485,770.3207417170813,1556.6414834341626,1637.9062426442292
14.0,0.7096783649367612,0.5220828336143059,0.09461333243410948,0.8535590955044053,1.1082121870681838,2.405168121806162,4.627290836117828,1.3993708134753928,533.1318040102306,1082.263608020461,1163.5283672305277
15.0,0.8762552522454312,0.41603814478610224,0.1035902991751664,1.3619828076729108,0.9504340188414341,2.0638844974573143,2.002920730876278,0.003278093062251085,435.09984081750423,886.1996816350085,967.4644408450749
16.0,1.557478130953862,0.5879131831855677,0.11438221679076166,0.001002906712524961,-1.116996065543613,0.07369566633188729,2.362506237461134,0.9880945574265185,529.8474525035142,1075.6949050070284,1156.959664217095
17.0,0.5211658303015807,0.4115229822692522,0.08264050673043483,0.875178840689827,-1.9000135645322591,0.5216219310788239,4.789441216399345,0.9543362906504782,415.1675885058239,846.3351770116478,927.5999362217143
18.0,1.0959351381021,0.3425054860041584,0.08429933088629323,1.9519851271044295,-1.8211784619270588,1.732135797775962,7.55331425970302,0.9776663391941118,120.73375230083568,257.46750460167135,338.7322638117378
19.0,0.7748431258668461,0.5939493393829185,0.091360957757065,1.604136860299835,-0.3297555439155656,3.6702444560844345,7.97964505656439,0.842519327308772,537.1643988669631,1090.3287977339262,1171.5935569439926
20.0,0.9952084126416727,0.3626124779612492,0.08258216522847714,1.2454103828874725,-3.9999980964306094,1.9035693905600226e-06,6.439458015761197,0.3974676105845578,173.99233454537264,363.9846690907453,445.24942830081176
21.0,1.6473083664432626,0.49486055664833806,0.08108102951026325,0.17321361727025805,-0.8313789969105473,0.9034224594878019,2.996651622879943,0.27307351584186196,244.78446365232656,505.56892730465313,586.8336865147196
22.0,0.9978646293646183,0.4214203161456909,0.09432716489288333,0.12726068937482116,-0.1502115470832645,1.421266421741975,5.571477968825239,0.6903581701346543,259.89512623716854,535.7902524743371,617.0550116844036
23.0,1.4340719600588554,0.4441854432530309,0.09805983575523276,0.5191579395754958,1.5803042008292543,4.382192484258058,6.801888283428804,0.5207452758337204,113.24394633637823,242.48789267275646,323.75265188282293
24.0,2.0975555367373797,0.4351723143506666,0.07794476378265984,0.3513429811158538,-0.8915984629122095,0.8854257973637621,2.74401270523661,0.16904304494244382,143.48465320143364,302.9693064028673,384.23406561293376
25.0,0.9630872896842666,0.5112720267468182,0.10245915207227593,2.9953167765090347,0.10385424791378287,2.5965803555810516,4.9159179943518145,0.6836855247640101,616.5916440148053,1249.1832880296106,1330.4480472396772
26.0,0.9570821098569768,0.43807916898055205,0.08233122768296088,2.2300031327441143,2.835070125333647,3.115194551759145,0.917099681420392,0.4666759040309029,360.6365825943662,737.2731651887324,818.5379243987989
27.0,1.5774180962323971,0.5141681598231373,0.07445210816334327,1.0738007189284053,1.1034315800152075,1.9130951882442815,1.477924481297932,0.001,496.93996245979076,1009.8799249195815,1091.1446841296479
28.0,1.6444093788353293,0.4862976937125184,0.07175914043489826,1.3002739756794068,-0.02941949723832982,2.15178640883906,3.971703209780352,0.0015748623024480733,301.58814916779306,619.1762983355861,700.4410575456526
29.0,0.7423554510357943,0.4733076587473518,0.08323191347439944,1.4896249209872408,-1.3592314371669472,1.1227375717589807,4.475722798534744,0.27879387814067536,458.25560035010164,932.5112007002033,1013.7759599102698
30.0,1.38728493113043,0.5916200635039963,0.1478856873284396,1.6818468960384239,2.1517688964170487,3.976656100227565,3.6927657918593733,0.00209362790048524,479.2033087257032,974.4066174514064,1055.671376661473
31.0,1.6437304213891397,0.46328682803824184,0.08178879562618944,0.837595740986655,0.022945845553376785,1.435268857414167,2.957355222198367,0.18067892839873426,356.1595833854309,728.3191667708618,809.5839259809283
32.0,2.34167968966814,0.45287940686239403,0.07517227603383439,0.579555094734693,1.1939949953955982,2.119269507543479,2.034825264173468,0.001,188.82842207818558,393.65684415637116,474.92160336643764
33.0,2.1096557030176863,0.4902615013098515,0.2073166531037088,2.1182976950548342,-3.5840144451622082,-1.8191247211264086,5.7648897240357995,0.3660795628119159,-157.74865601286865,-299.4973120257373,-218.23255281567083
34.0,0.3116075553102205,0.4289759390358313,0.08431006129315542,0.005631050550743958,-2.409527187922968,-2.0053051633997394,4.261587493914854,0.15652211848710662,-80.45896173756327,-144.91792347512654,-63.65316426506007
35.0,0.8678411609265007,0.46316485618296366,0.234501679888169,0.6497595693476458,-0.3882322719467212,1.941702656744792,6.185386558358727,1.0563323606088817,461.61942114946044,939.2388422989209,1020.5036015089873
36.0,1.4008806876780353,0.3098268801840788,0.09116448994537059,0.5529492780550554,0.3493009262242218,1.0843790174050434,1.9429691356034415,0.1658597744145732,142.11782583686943,300.23565167373886,381.50041088380533
37.0,2.6531685120128237,0.492448008817583,0.07739191024853945,0.3814480020133927,1.14433200488342,1.434360656603674,0.8470270716257161,0.05181944096632851,252.5599907888607,521.1199815777213,602.3847407877879
38.0,1.3334976675654733,0.6429363154473299,0.08348927577762957,0.8625983178278678,-1.7705278792747845,2.1962719747175212,7.247755308220158,0.1295810317804604,344.1928095583984,704.3856191167968,785.6503783268632
39.0,2.2117804971529984,0.46363452259608284,0.08903338948631682,0.15883859603374956,-1.1365548950421613,0.2508811035213432,2.3617579826164077,0.3782407320995981,204.14190449162146,424.2838089832429,505.5485681933094
40.0,2.1163642474195963,0.40072104126529834,0.07855550732234212,1.4215963462602232,0.17627510322561038,1.518026000154167,3.781757369611827,0.11404405413122963,63.585936707142906,143.1718734142858,224.43663262435228
41.0,0.7943555115360418,0.50745979444556,0.19817727659172352,0.6323311679306546,-1.7086513873726814,-1.0093053899515365,4.699345997421145,0.14331442996641808,235.0601455504336,486.1202911008672,567.3850503109336
42.0,1.6743460537540658,0.45891097359393557,0.08580615083282338,0.627710359268878,1.5290832223615647,2.5185393460791916,1.9124198783510136,0.0010094852694654056,208.45177772659167,432.90355545318334,514.1683146632498
43.0,1.01124053244382,0.4769098284069497,0.07051919215054936,0.9601251401179044,-1.9665756878232774,-0.6035713756574388,3.8313383315918497,0.054163622278546965,276.9641336848264,569.9282673696528,651.1930265797192
44.0,0.9237186629114886,0.49123721576006096,0.09214757947465055,1.5675369318993144,-2.166351251200074,1.5615862448139088,6.776944758632212,1.1234132791409701,490.79416272278314,997.5883254455663,1078.8530846556328
45.0,0.9121645821179716,0.36771720421407095,0.08513037033602923,1.15174919445689,-0.1780420607126585,2.075784955117271,4.337872042782555,0.368440057963971,209.68242381855669,435.36484763711337,516.6296068471798
46.0,1.4160564465072016,0.3548870295003895,0.08628595044616953,0.7092161415654654,1.197697128198278,1.8783901144934023,1.4999850974211029,0.0782580690182003,174.12173469134365,364.2434693826873,445.50822859275377
47.0,1.341288235306532,0.5396273200576394,0.06701130564744773,1.99505256325761,-2.3737803241039406,1.6262196758960594,7.277990819991567,0.9432653570927898,402.64632796156724,821.2926559231345,902.557415133201
48.0,1.442144760653979,0.5724314411245646,0.07784216271125641,0.0010020079071284538,-2.8444467090019323,-1.1387968322163142,2.5843035535795393,1.2638986632838782,388.05987621117504,792.1197524223501,873.3845116324165
49.0,1.3994633885682308,0.46207793174699674,0.09567599252727098,0.7225873672545915,0.45486926841464453,1.4634007407931682,2.1570955831696645,0.12664458689529084,414.72500755652453,845.4500151130491,926.7147743231155
50.0,1.7750368500484943,0.4522135992347188,0.085210233418082,0.18783986026479005,0.3471545789947653,1.1412313167457515,1.6111489064967146,0.32621286933947413,332.09925736724176,680.1985147344835,761.46327394455
51.0,1.6951449727061754,0.5581019341750247,0.08877003207334637,1.016109086132604,2.005454754456418,3.1159966281067977,1.9028796115329412,0.002391961096940107,403.2790718926477,822.5581437852954,903.8229029953619
52.0,0.4825436636864831,0.3543871421723795,0.08606730527523145,2.9050391624637855,2.388012110502241,3.8704771834175022,3.3306618258021334,0.27702972093810846,144.59057727624028,305.18115455248056,386.44591376254704
53.0,1.8660291881479512,0.429111506567047,0.09359027100039503,0.31428212475882744,1.472399121972769,4.942042393008854,6.123179151574154,0.2618019840427415,-52.516040860318924,-89.03208172063785,-7.7673225105713755
54.0,1.6805439878419455,0.41576089282042566,0.08216116503410655,0.9147182737048851,1.0603384149230737,1.7428217989500414,1.6170766975597144,0.003476468714273128,350.4472467947462,716.8944935894924,798.1592527995589
55.0,0.9143004509976822,0.376560591476712,0.08434813267704033,1.0408351182468183,1.038028073109734,1.1536998874303086,0.9843332540020037,0.22853672528954067,297.8936164099136,611.7872328198272,693.0519920298937
56.0,0.5050350366931908,0.6059967017605907,0.11132861274421045,1.6144035814362658,-1.473757521761912,1.8874224051448965,6.072242540833209,2.6922830068626746,816.8045695147893,1649.6091390295785,1730.8738982396449
57.0,1.3771480853378018,0.6064889542917135,0.08851074390829514,0.7701132471361686,-1.77757762819493,2.22242237180507,5.284081346222118,0.0010013645279501053,290.4742233624234,596.9484467248468,678.2132059349133
58.0,1.276299125251819,0.5937447969162182,0.1353492204876221,2.2199931100730215,2.453181619433893,4.896404032399923,4.790372902571448,0.5143478200721746,562.4026446721621,1140.8052893443241,1222.0700485543907
59.0,1.8420592398840512,0.6756757740579691,0.09646771074090804,0.48803113826421907,-2.9820573204271565,1.0179426795728435,8.0,0.28099240669694525,214.62488593007117,445.24977186014235,526.5145310702088
